payment_id,payment_method,payment_status,payment_provider,paid_amount
PAY-01969,Cash,Paid,BNI,37997000.0
PAY-01970,Bank Transfer,Paid,Erajaya POS,21097000.0
PAY-01971,QRIS,Paid,GoPay,18297000.0
PAY-01972,Credit Card,Paid,BRI,16999000.0
PAY-01973,Credit Card,Pending,BNI,46896000.0
PAY-01974,QRIS,Paid,BNI,22498000.0
PAY-01975,Bank Transfer,Paid,Mandiri,65175000.0
PAY-01976,E-Wallet,Paid,Visa,19393030.0
PAY-01977,Credit Card,Paid,BNI,22158120.0
PAY-01978,Credit Card,Paid,BNI,9998000.0
PAY-01979,QRIS,Paid,Mastercard,39357160.0
PAY-01980,Bank Transfer,Paid,BCA,12419080.0
PAY-01981,QRIS,Paid,BNI,51771130.0
PAY-01982,QRIS,Paid,BNI,68689350.0
PAY-01983,Bank Transfer,Paid,BNI,21997000.0
PAY-01984,E-Wallet,Paid,BCA,7498000.0
PAY-01985,QRIS,Paid,Mandiri,35897000.0
PAY-01986,Bank Transfer,Paid,BNI,5982150.0
PAY-01987,Debit Card,Paid,OVO,11598000.0
PAY-01988,E-Wallet,Paid,ShopeePay,10697000.0
PAY-01989,Credit Card,Paid,OVO,11998000.0
PAY-01990,Debit Card,Paid,BNI,44297000.0
PAY-01991,E-Wallet,Paid,BCA,70970100.0
PAY-01992,Debit Card,Paid,Mandiri,37795160.0
PAY-01993,Credit Card,Paid,ShopeePay,49797200.0
PAY-01994,QRIS,Paid,GoPay,39495000.0
PAY-01995,Credit Card,Paid,BRI,32995100.0
PAY-01996,E-Wallet,Paid,Erajaya POS,5999000.0
PAY-01997,Debit Card,Paid,BRI,16118080.0
PAY-01998,Bank Transfer,Paid,OVO,7897000.0
PAY-01999,Cash,Paid,Erajaya POS,32196100.0
PAY-02000,QRIS,Paid,ShopeePay,34032130.0
